message,intent
Help! Our house is stuck due to a cloudburst in Bageshwar.,request_rescue
"We are trapped in a fire in Pauri, send help!",request_rescue
"There is a drought in Rudraprayag, please assist us.",request_information
"Severe landslide has affected us in Tehri, need urgent help!",request_supplies
"Due to flood, situation is worsening in Pithoragarh. Need aid!",request_rescue
Help! Our house is stuck due to a cloudburst in Pauri.,request_medical_aid
"Due to drought, situation is worsening in Chamoli. Need aid!",missing_person
Help! Our house is stuck due to a drought in Rudraprayag.,missing_person
"There is a landslide in Rudraprayag, please assist us.",power_failure
We need medical assistance due to fire in Dehradun.,request_medical_aid
We need to evacuate urgently due to landslide in Tehri.,evacuation_request
"There is a landslide in Uttarkashi, please assist us.",request_information
Water and food are running out after flood hit Nainital.,request_supplies
"We are trapped in a hailstorm in Nainital, send help!",request_rescue
"Severe landslide has affected us in Bageshwar, need urgent help!",damage_report
"There is a cloudburst in Almora, please assist us.",damage_report
Help! Our house is stuck due to a cloudburst in Pauri.,request_information
Electricity has gone after landslide in Pauri.,power_failure
"We are trapped in a earthquake in Uttarkashi, send help!",request_rescue
We need to evacuate urgently due to fire in Uttarkashi.,evacuation_request
We need to evacuate urgently due to cloudburst in Almora.,evacuation_request
"Severe drought has affected us in Bageshwar, need urgent help!",request_supplies
"We are trapped in a hailstorm in Chamoli, send help!",request_rescue
"Due to fire, situation is worsening in Nainital. Need aid!",evacuation_request
We need to evacuate urgently due to flood in Almora.,evacuation_request
Help! Our house is stuck due to a drought in Almora.,power_failure
Electricity has gone after flood in Pithoragarh.,power_failure
"There is a drought in Almora, please assist us.",missing_person
We need medical assistance due to fire in Pithoragarh.,request_medical_aid
Electricity has gone after drought in Almora.,power_failure
"There is a drought in Nainital, please assist us.",request_information
Help! Our house is stuck due to a cloudburst in Uttarkashi.,evacuation_request
Electricity has gone after earthquake in Pithoragarh.,power_failure
"Severe cloudburst has affected us in Nainital, need urgent help!",request_rescue
Electricity has gone after flood in Almora.,power_failure
Electricity has gone after fire in Bageshwar.,power_failure
"Due to drought, situation is worsening in Chamoli. Need aid!",missing_person
Electricity has gone after fire in Nainital.,power_failure
"Severe drought has affected us in Chamoli, need urgent help!",missing_person
"Severe earthquake has affected us in Tehri, need urgent help!",evacuation_request
Help! Our house is stuck due to a cloudburst in Uttarkashi.,evacuation_request
"We are trapped in a fire in Chamoli, send help!",request_rescue
We need to evacuate urgently due to flood in Bageshwar.,evacuation_request
Help! Our house is stuck due to a flood in Chamoli.,request_rescue
"We are trapped in a cloudburst in Dehradun, send help!",request_rescue
We need medical assistance due to drought in Pithoragarh.,request_medical_aid
"Severe cloudburst has affected us in Chamoli, need urgent help!",request_information
"Due to earthquake, situation is worsening in Nainital. Need aid!",request_supplies
"Due to earthquake, situation is worsening in Chamoli. Need aid!",missing_person
Electricity has gone after fire in Chamoli.,power_failure
Water and food are running out after earthquake hit Tehri.,request_supplies
"Due to cloudburst, situation is worsening in Tehri. Need aid!",request_rescue
"Severe earthquake has affected us in Pithoragarh, need urgent help!",request_medical_aid
Water and food are running out after landslide hit Pauri.,request_supplies
"We are trapped in a landslide in Uttarkashi, send help!",request_rescue
"There is a fire in Nainital, please assist us.",request_supplies
We need medical assistance due to earthquake in Chamoli.,request_medical_aid
"Due to flood, situation is worsening in Nainital. Need aid!",damage_report
We need medical assistance due to landslide in Rudraprayag.,request_medical_aid
We need medical assistance due to earthquake in Tehri.,request_medical_aid
Water and food are running out after fire hit Uttarkashi.,request_supplies
We need medical assistance due to flood in Bageshwar.,request_medical_aid
"Due to flood, situation is worsening in Nainital. Need aid!",missing_person
Help! Our house is stuck due to a fire in Pithoragarh.,missing_person
We need to evacuate urgently due to hailstorm in Almora.,evacuation_request
Electricity has gone after drought in Chamoli.,power_failure
"We are trapped in a fire in Tehri, send help!",request_rescue
We need medical assistance due to fire in Rudraprayag.,request_medical_aid
Help! Our house is stuck due to a landslide in Almora.,request_rescue
People missing after earthquake in Rudraprayag.,missing_person
"We are trapped in a flood in Almora, send help!",request_rescue
We need medical assistance due to flood in Chamoli.,request_medical_aid
"There is a cloudburst in Rudraprayag, please assist us.",missing_person
Help! Our house is stuck due to a landslide in Rudraprayag.,request_information
"There is a flood in Pauri, please assist us.",request_rescue
People missing after earthquake in Tehri.,missing_person
Water and food are running out after landslide hit Pauri.,request_supplies
"We are trapped in a flood in Chamoli, send help!",request_rescue
Help! Our house is stuck due to a cloudburst in Almora.,missing_person
"We are trapped in a drought in Almora, send help!",request_rescue
Electricity has gone after drought in Uttarkashi.,power_failure
"Severe flood has affected us in Uttarkashi, need urgent help!",power_failure
"Due to cloudburst, situation is worsening in Nainital. Need aid!",request_supplies
Water and food are running out after landslide hit Pithoragarh.,request_supplies
We need to evacuate urgently due to earthquake in Tehri.,evacuation_request
Electricity has gone after flood in Dehradun.,power_failure
People missing after fire in Uttarkashi.,missing_person
We need to evacuate urgently due to flood in Nainital.,evacuation_request
We need to evacuate urgently due to flood in Almora.,evacuation_request
People missing after earthquake in Almora.,missing_person
Help! Our house is stuck due to a cloudburst in Bageshwar.,request_supplies
We need medical assistance due to landslide in Pithoragarh.,request_medical_aid
"There is a drought in Almora, please assist us.",request_supplies
"There is a drought in Almora, please assist us.",power_failure
"Severe drought has affected us in Pauri, need urgent help!",evacuation_request
Help! Our house is stuck due to a drought in Tehri.,power_failure
"We are trapped in a hailstorm in Uttarkashi, send help!",request_rescue
"There is a earthquake in Pauri, please assist us.",request_supplies
"Severe cloudburst has affected us in Almora, need urgent help!",damage_report
Electricity has gone after flood in Pauri.,power_failure
"Due to hailstorm, situation is worsening in Tehri. Need aid!",power_failure
"There is a landslide in Tehri, please assist us.",missing_person
"There is a drought in Uttarkashi, please assist us.",damage_report
"Severe drought has affected us in Almora, need urgent help!",request_supplies
"Severe cloudburst has affected us in Tehri, need urgent help!",missing_person
"Severe landslide has affected us in Tehri, need urgent help!",request_information
"We are trapped in a earthquake in Uttarkashi, send help!",request_rescue
"We are trapped in a landslide in Uttarkashi, send help!",request_rescue
"Due to landslide, situation is worsening in Dehradun. Need aid!",evacuation_request
"Due to flood, situation is worsening in Pauri. Need aid!",request_rescue
We need medical assistance due to hailstorm in Bageshwar.,request_medical_aid
We need to evacuate urgently due to drought in Chamoli.,evacuation_request
"We are trapped in a earthquake in Almora, send help!",request_rescue
"There is a drought in Chamoli, please assist us.",request_medical_aid
Electricity has gone after flood in Tehri.,power_failure
"We are trapped in a flood in Pauri, send help!",request_rescue
We need to evacuate urgently due to flood in Bageshwar.,evacuation_request
"Severe fire has affected us in Pithoragarh, need urgent help!",evacuation_request
"We are trapped in a landslide in Chamoli, send help!",request_rescue
Help! Our house is stuck due to a earthquake in Pithoragarh.,request_information
Water and food are running out after drought hit Bageshwar.,request_supplies
Water and food are running out after fire hit Rudraprayag.,request_supplies
Electricity has gone after fire in Almora.,power_failure
Electricity has gone after hailstorm in Dehradun.,power_failure
